Dataset,id,tweet,Analysis,g4AG_C,g4EX_C,g3AG_C,g3EX_C
,41709,"#ALERT  A win for the Progressive Conservatives.   The Ontario Court of Appeal has granted a stay of #Bill5,  which is to cut the number of Toronto city councillors from 47 to 25.",The total points based on the identified categories in the text is 0.,0,1,2,1
,71063,$25 Amazon/PP-1-WW-Murder and Food Porn: A Northwest Cozy Mystery #8-Dianne Harman-Ends 10/2 URL,The total score is 0.,0,1,1,0
,92516,#WCW #WCE @USER  It’s your special day of the week again. I really miss you and I’m looking forward to see you soon. Don’t forget that I love you. I love you with all my heart because you are my heart! ❤️ URL,"The total points for the text would be 0 points. Since the text contains no Aggressive Items (AI) or Aggression Catalyzers (AC), no points are assigned.",0,1,0,1
,85100,#BarbieDreamsVIDEO @USER   I love you❤ But i fux with you even more as roman i feel like...you are roman just actin' like nicki!😍  Dimelo papi papi!,"Based on the given text and points assignment rules, the total score is 0. This is because no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified in the text.",0,1,0,1
,89661,#Martina #Navratilova: What #SerenaWilliams Got Wrong   via @USER Be always really liked and respected Martina and here she is the voice of reason. URL,The total points based on the identified categories in the text is 0. This is because no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified in the text.,0,1,2,0
,47898,"#Bodyguard far fetched if she is alive but not impossible. I think Budd is his own worse enemy as signs of split personality, but uncertain as today's episode was all over the place!","Since there are 4 identified AI categories, it gives 4 points (remember, Counter-Factual Expressions only count as 0.5). And there are 2 identified AC categories, thus it gives 1 point. So, the total points are 4 (AI) + 1 (AC) = 5.",2,1,0,1
,88523,"#bookreviewer Meet Ronaldo! He is a second-year student at the Reindeer Flying Academy. He is on his way to breaking the speed record in the flying contest but stumbles upon a mystery that perplexes his thoughts.""  Thanks @USER  URL   #t4us #mglit URL","The total points would be 0, as no Aggressive Items (AI) or Aggression Catalyzers (AC) categories have been identified in the text.",0,1,0,1
,19321,#Backto60 #OneVoice #1950swomen #1950sbornwomen   @USER TOOK SIX YEARS OF OUR PENSIONS  We all agree. WE NEED OUR PENSIONS BACK! URL,"Total AI points: 2 (1 point each for ""Aggressive Verbal Phrases"" and ""Aggressive Determiner/Noun Phrases"")

Total AC points: 1 (0.5 points each for ""Imperative Sentences"" and ""Strong Expressions"")

Therefore, the total points are AI + AC = 2 + 1 = 3 points.",2,1,2,1
,26042,#Maine you need to face facts @USER doesn’t really represent you anymore as she is playing a game where she says she is undecided on Kavanaugh but we all know she is going to vote to confirm him.  Time to DUMP Susan Collins.,"Based on the points assignment rules:

Aggressive Items (AI):
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC):
- Imperative Sentences: 0.5 points
- Strong Expressions: 0.5 points

The total points would be 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Imperative Sentences) + 0.5 (Strong Expressions) = 3 points.",2,1,2,1
,16694,#Twitter. Stop what you are doing right now and head over to #Twitch and listen to my AMAZING friend Grendy as he plays #HatofulBoyfriend. #VoiceActor in the making! URL #supportsmallstreamers URL,"Based on the assigned rules, since no Aggressive Items (AI) are identified, the total points is 0, regardless of Aggression Catalyzers (AC) scores.",0,1,2,1
,88221,#BiggBossTelugu2 how many of you #KaushalArmy cum @USER fans... URL,The total points based on the identified categories in the text is 0. This is because no aggressive items (AI) or aggression catalyzers (AC) were identified in the text as per the Points Assignment Rules.,0,1,1,1
,30357,"#Conservatives @USER  'tells Philip Hammond' to slash taxes, (for the rich and corporations?)  and regulations - so less workers and environmental protection -  if there's a no-deal #Brexit | Tory #BrexitShambles #SmallState  URL via @USER","Based on the points assignment rules, the total points is calculated as follows:

Aggressive Items (AI) Total: 2 (1 point for each AI category)

Aggression Catalyzers (AC) Total: 1.5 (0.5 points for each AC category)

Total points: 2 (AI) + 1.5 (AC) = 3.5 points.",2,1,1,1
,11021,#YehUnDinonKiBaatHai Naina talks about educating a girl and making her responsible and also make them play sports. Bang on girl!!! 💯👏🏼  PS:- SHOE'S JEALOUS FACE THOUGH😂😂😂😂 SHE IS BURNING🤣😜,"Based on the points assignment rules: 
- Since there are no Aggressive Items (AI) identified, the total score is 0 regardless of the Aggression Catalyzers (AC) scores. So, the total points are 0.",0,1,0,1
,26763,"#1000daysofsoloharry So glad that to be a fan of someone who’s trying to change the world by being kind to people, being an ally,stands up for women’s rights, donates for different causes, stands for gun control and someone who’s successful but still continues to be humble URL","The total points for this text would be 0, since no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified.",0,1,0,1
,59708,"#CastingCallShow was fantastic!! At first I didn't think I was going to like any of the finalists' shows, but ended up loving all 3. I ultimately voted for An Amazing Business Opportunity by Anna Ladd. She is so funny and I really want to hear more.",The total score is 0.,0,0,0,0
,78244,#BrexitShambles #ThursdayThoughts #eu #NEWS Lets avoid a future of #BorderControl queues... #givepeasachance @USER @USER URL,"The total points for the text is 0, since no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified.",0,1,2,1
,11813,#Democrats..2) we have yet to hear one of these righteous Democrats 'attack and insist' that Ellison resign after 'he' was accused of assault nor have we heard them call for Cory 'Spartacus' Booker to resign after he 'admitted' to sexual assault in 1992..the 'stink' of liberals.,"Based on the content, four Aggressive Items (AI) categories have been identified:

    - Aggressive Verbal Phrases: 1 point
    - Controversial Content: 1 point
    - Aggressive Determiner/Noun Phrases: 1 point
    - Aggressive Adjective Phrases: 1 point

However, no Aggression Catalyzers (AC) categories have been identified.

So, the total points would be 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 1 (Aggressive Determiner/Noun Phrases) + 1 (Aggressive Adjective Phrases) = 4 points.",2,1,2,1
,16468,"#Obasrants   If you are in a band and you don’t do covers, you are missing out on good quality audience engagement!   Look @USER  with @USER   Link below   URL URL",The total points based on the identified categories in the text is 0.,0,1,0,1
,75637,"#LisaxMichaelKors she is sooo talented, love hr too much URL",The total points for the text is 0.,0,1,0,1
,71071,"#HurricaneFlorence ... not good, she is sporting a pinhole eye while strengthening... URL","The total score is 0. Since no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified in the text, the points would naturally amount to 0 according to the given scoring rules.",0,1,0,1
,17714,"#1 son,  knockin it out the fuckin park...... URL",Total points: 1.5 points (1 point for AI category + 0.5 point for AC category),2,1,2,1
,97610,"@USER @USER @USER Okay and? Anybody can go to Eredivise and score 15+ goals. Shit league. Bundesliga teams are competitive in euro competitions. Mexico hasn’t produced any talent like Pulisic in a long time. It’s okay, maybe you guys will one day.","Based on the identified categories and points assignment rules, the total points would be:

- Aggressive Items (AI): 4 categories * 1 point each = 4 points
  - Note: Even though two expressions are identified under Aggressive Determiner/Noun Phrases, they still count as one occurrence according to the notes.
- Counter-Factual Expressions: 0.5 points 
- Aggression Catalyzers (AC): 2 categories * 0.5 point each = 1 point

Total Points: 4 (AI) + 0.5 (Counter-Factual Expressions) + 1 (AC) = 5.5 points.",2,1,2,1
,63048,#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,"The total points based on the identified categories in the text:

AI Categories (1 point each, 0.5 for Counter-Factual Expressions):
- Aggressive Determiner/Noun Phrases = 1 point
- Aggressive Verbal Phrases = 1 point
- Aggressive Adjective Phrases = 1 point
- Controversial Content = 1 point
- Counter-Factual Expressions About People = 0.5 point

Total AI Points = 4.5 points

AC Categories (0.5 points each):
- Strong Expressions = 0.5 point
- Imperative Sentences = 0.5 point

Total AC Points = 1 point

Total Points = AI Points + AC Points = 4.5 points + 1 point = 5.5 points.",2,1,2,1
,30075,#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,"Based on the points assignment rules, here is the calculation:

From the AI categories:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 points

From the AC categories:
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0 points (none identified)
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0 points (none identified)

Total score = 1 + 1 + 1 + 1 + 0.5 (AI categories) + 0.5 + 0.5 + 0 + 0.5 + 0 (AC categories) = 6 points.",2,1,2,1
,74237,@USER what? seems to me that's a terrorist attack probably IS/antifa. still Id look at who wants to get strawberries into the market before completing the form,"Based on the identified categories and points assignment rules, let's calculate the total score:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 0 points (none found)
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0 points (none found)

Aggression Catalyzers (AC):
- Aggressive Adverbial Phrases: 0 points (none found)
- Strong Expressions: 0 points (none found)
- Rhetorical Questions: 0.5 points
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0 points (none found)

So the total score would be 1+1+0+1+0 (for AI) + 0+0+0.5+0.5+0 (for AC) = 4 points total.",2,1,2,1
,60466,"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.","Based on the points assignment rules:

Aggressive Items (AI): 2 categories identified = 2*1 = 2 points
Aggression Catalyzers (AC): 2 categories identified = 2*0.5 = 1 point 

Therefore, the total points = AI points + AC points = 2 + 1 = 3 points.",2,1,2,1
,25685,@USER @USER @USER She is the most disingenuous person in the Senate. If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings.,"Based on the points assignment rules and the identified categories in the text:

- Aggressive Items (AI):
    - Aggressive Determiner/Noun Phrases: 1 point
    - Aggressive Verbal Phrases: 1 point
    - Aggressive Adjective Phrases: 1 point
    - Controversial Content: 1 point

- Aggression Catalyzers (AC):
    - Strong Expressions: 0.5 points

So, the total points calculated would be: 1 (Aggressive Determiner/Noun Phrases) + 1 (Aggressive Verbal Phrases) + 1 (Aggressive Adjective Phrases) + 1 (Controversial Content) + 0.5 (Strong Expressions) = 4.5 points.",2,1,2,1
